assembly_contig	length	n_genome_ids	primary_genome	primary_aligned_bp	secondary_genome	secondary_aligned_bp	chimera_threshold_bp	cross_binid_chimera	has_accepted_alignment
k141_21835	2566	2	ASV102.10	2566	ASV153.8	2557	1000	true	true
k141_21836	2484	2	ASV486.6	2484	ASV476.8	2484	1000	true	true
k141_2184	1308	1	ASV579.0	1308		0	1000	false	true
k141_21840	4685	1	ASV102.10	4685		0	1000	false	true
k141_21844	1053	2	ASV507.9	1053	ASV507.11	1034	1000	true	true
k141_21846	2922	1	ASV487.10	2922		0	1000	false	true
k141_21853	2001	3	ASV507.1	2001	ASV507.3	1981	1000	true	true
k141_2186	1468	2	ASV486.6	1468	ASV476.8	1468	1000	true	true
k141_21865	1231	1	ASV487.10	1231		0	1000	false	true
k141_21869	1405	2	ASV153.8	1405	ASV102.10	1405	1000	true	true
k141_2187	5098	1	ASV387.0	5098		0	1000	false	true
k141_21870	1390	1	ASV387.0	1390		0	1000	false	true
k141_21875	1304	1	ASV487.10	1304		0	1000	false	true
k141_21876	1433	2	ASV486.6	1433	ASV476.8	1433	1000	true	true
k141_21881	2252	2	ASV150.14	2252	ASV102.10	2252	1000	true	true
k141_21885	1004	1	ASV579.0	1004		0	1000	false	true
k141_21893	2264	2	ASV153.8	2264	ASV102.10	2264	1000	true	true
k141_21895	1230	1	ASV487.10	1230		0	1000	false	true
k141_21897	1260	2	ASV153.8	1260	ASV102.10	1260	1000	true	true
k141_2190	1353	1	ASV406.4	1353		0	1000	false	true
k141_21907	5562	1	ASV387.0	5562		0	1000	false	true
k141_2191	1474	1	ASV487.10	1474		0	1000	false	true
k141_21914	1059	3	ASV507.0	1048	ASV507.3	1034	1000	true	true
k141_21917	1279	1	ASV406.4	1279		0	1000	false	true
k141_21919	1179	1	ASV300.8	1179		0	1000	false	true
k141_2192	1676	2	ASV507.1	1239	ASV507.3	546	1000	false	true
k141_21920	4109	1	ASV487.10	4109		0	1000	false	true
k141_21922	1875	1	ASV300.8	1875		0	1000	false	true
k141_21923	1125	2	ASV153.8	1125	ASV102.10	1125	1000	true	true
k141_21924	8861	1	ASV487.10	8861		0	1000	false	true
k141_21925	2221	1	ASV487.10	2221		0	1000	false	true
k141_2193	1389	1	ASV487.10	1389		0	1000	false	true
k141_21931	1538	1	ASV507.1	1538		0	1000	false	true
k141_21933	2288	2	ASV153.8	2288	ASV102.10	2288	1000	true	true
k141_21935	4103	2	ASV102.10	4103	ASV153.8	4102	1000	true	true
k141_21939	1515	3	ASV507.0	1515	ASV507.1	1509	1000	true	true
k141_21940	1227	1	ASV300.8	1227		0	1000	false	true
k141_21942	2636	2	ASV507.9	2636	ASV507.11	2636	1000	true	true
k141_21945	1373	1	ASV399.6	1355		0	1000	false	true
k141_21950	1232	2	ASV507.1	754	ASV507.0	754	1000	false	true
k141_21956	1170	2	ASV153.8	1170	ASV102.10	1170	1000	true	true
k141_21957	2051	2	ASV507.3	2051	ASV507.1	2051	1000	true	true
k141_2196	1064	2	ASV507.9	1047	ASV507.11	1047	1000	true	true
k141_21961	1035	2	ASV507.1	1035	ASV507.11	931	1000	false	true
k141_21963	1152	2	ASV153.8	1152	ASV102.10	1152	1000	true	true
k141_21967	1758	2	ASV153.8	1758	ASV102.10	1758	1000	true	true
k141_21969	1434	1	ASV399.6	1434		0	1000	false	true
k141_2197	1468	2	ASV507.9	1468	ASV507.11	1468	1000	true	true
k141_21970	1065	2	ASV507.9	1065	ASV507.11	1065	1000	true	true
k141_21971	1565	1	ASV579.0	1565		0	1000	false	true
k141_21972	1192	1	ASV387.0	1192		0	1000	false	true
k141_21974	1372	1	ASV426.8	1372		0	1000	false	true
k141_21976	2675	1	ASV300.8	2675		0	1000	false	true
k141_2198	5250	1	ASV487.10	5250		0	1000	false	true
k141_21981	1932	1	ASV300.8	1932		0	1000	false	true
k141_21988	1758	1	vASV5.0	1758		0	1000	false	true
k141_2199	1225	1	ASV507.1	1192		0	1000	false	true
k141_21995	1096	1	ASV300.8	1096		0	1000	false	true
k141_22002	1018	1	ASV507.1	1018		0	1000	false	true
k141_22003	1650	1	ASV387.0	1650		0	1000	false	true
k141_22007	2608	2	ASV486.6	2608	ASV476.8	2608	1000	true	true
k141_22011	12755	1	ASV487.10	12755		0	1275	false	true
k141_22013	2229	2	ASV476.8	2229	ASV486.6	1134	1000	true	true
k141_22014	2171	1	ASV507.11	2171		0	1000	false	true
k141_22017	3712	1	ASV102.10	3710		0	1000	false	true
k141_22018	1197	2	ASV507.9	1197	ASV507.11	1197	1000	true	true
k141_2202	1375	1	ASV487.10	1375		0	1000	false	true
k141_22020	4244	1	ASV487.10	4244		0	1000	false	true
k141_22028	1468	1	ASV579.0	1468		0	1000	false	true
k141_2203	2504	1	ASV387.0	2504		0	1000	false	true
k141_22031	4367	2	ASV153.8	4367	ASV102.10	4367	1000	true	true
k141_22032	1040	3	ASV507.3	1040	ASV507.1	1040	1000	true	true
k141_22037	4342	3	ASV174.18	4342	ASV134.7	4342	1000	true	true
k141_22038	1627	1	ASV300.8	1627		0	1000	false	true
k141_2204	1250	1	ASV436.0	1250		0	1000	false	true
k141_22044	1547	2	ASV507.11	1547	ASV507.9	1545	1000	true	true
k141_22045	1331	2	ASV507.9	1331	ASV507.11	1331	1000	true	true
k141_22049	1798	1	ASV476.8	1798		0	1000	false	true
k141_22050	1807	2	ASV486.6	1807	ASV476.8	1807	1000	true	true
k141_22053	2274	1	ASV507.1	2261		0	1000	false	true
k141_22054	1449	1	ASV387.0	1449		0	1000	false	true
k141_22059	1097	1	ASV300.8	1097		0	1000	false	true
k141_22062	1326	1	ASV476.8	1326		0	1000	false	true
k141_22063	1260	1	ASV300.8	1260		0	1000	false	true
k141_22065	1269	2	ASV153.8	1269	ASV102.10	1269	1000	true	true
k141_22067	1817	1	ASV300.8	1817		0	1000	false	true
k141_22068	1994	2	ASV486.6	1994	ASV476.8	1994	1000	true	true
k141_22071	1188	2	ASV153.8	1188	ASV102.10	1188	1000	true	true
k141_22080	1474	1	ASV579.0	1474		0	1000	false	true
k141_22086	3521	2	ASV153.8	3521	ASV102.10	3521	1000	true	true
k141_22092	1148	1	ASV266.11	1148		0	1000	false	true
k141_22096	1236	1	ASV579.0	1236		0	1000	false	true
k141_221	3400	2	ASV153.8	3400	ASV102.10	3400	1000	true	true
k141_2210	5887	1	ASV387.0	5887		0	1000	false	true
k141_22101	1861	1	ASV507.1	1781		0	1000	false	true
k141_22104	1184	2	ASV486.6	1184	ASV476.8	1184	1000	true	true
k141_22105	1475	2	ASV153.8	1475	ASV102.10	1475	1000	true	true
k141_22106	2060	2	ASV153.8	2060	ASV102.10	2060	1000	true	true
k141_2211	8223	1	ASV487.10	8223		0	1000	false	true
k141_22111	5956	1	ASV487.10	5956		0	1000	false	true
k141_22112	1153	1	ASV487.10	1153		0	1000	false	true
k141_22117	2102	2	ASV507.11	1740	ASV507.9	675	1000	false	true
k141_2212	3388	2	ASV153.8	3388	ASV102.10	3388	1000	true	true
k141_22120	1362	1	ASV300.8	1362		0	1000	false	true
k141_22121	7282	1	ASV487.10	7282		0	1000	false	true
k141_22122	1319	3	ASV507.0	1198	ASV507.3	1053	1000	true	true
k141_22123	1051	2	ASV102.10	1051	ASV153.8	1034	1000	true	true
k141_22126	1548	1	ASV387.0	1548		0	1000	false	true
k141_22128	8726	1	ASV387.0	8726		0	1000	false	true
k141_22129	3140	1	ASV487.10	3039		0	1000	false	true
k141_22133	1914	2	ASV507.9	1914	ASV507.11	1906	1000	true	true
k141_22134	1080	3	ASV153.8	1080	ASV102.10	1080	1000	true	true
k141_22139	1964	1	ASV487.10	1964		0	1000	false	true
k141_2214	1157	1	ASV406.4	1157		0	1000	false	true
k141_22142	1887	0		0		0	1000	false	false
k141_22143	1192	1	ASV266.11	1192		0	1000	false	true
k141_22144	7027	1	ASV487.10	7027		0	1000	false	true
k141_22150	6373	1	ASV387.0	6373		0	1000	false	true
k141_22158	1010	2	ASV507.11	1003	ASV507.9	973	1000	false	true
k141_22159	14944	1	ASV387.0	14593		0	1494	false	true
k141_22160	1005	3	ASV507.3	1005	ASV507.1	1005	1000	true	true
k141_22161	1173	2	ASV486.6	1173	ASV476.8	1173	1000	true	true
k141_22165	2268	2	ASV153.8	2268	ASV102.10	2268	1000	true	true
k141_22166	8155	1	ASV387.0	8155		0	1000	false	true
k141_22167	2761	1	ASV579.0	2761		0	1000	false	true
k141_2217	3339	2	ASV507.1	3339	ASV442.4	3339	1000	true	true
k141_22171	1467	3	ASV507.3	1331	ASV507.1	1331	1000	true	true
k141_22175	4789	1	ASV487.10	4789		0	1000	false	true
k141_22176	1070	2	ASV507.9	1070	ASV507.11	1070	1000	true	true
k141_22178	1199	1	ASV487.10	1199		0	1000	false	true
k141_2219	6680	1	ASV487.10	6680		0	1000	false	true
k141_22193	1024	2	ASV507.9	1004	ASV507.11	963	1000	false	true
k141_222	1005	1	ASV579.0	1005		0	1000	false	true
k141_22200	2053	2	ASV507.3	2047	ASV507.1	2029	1000	true	true
k141_22209	2026	1	ASV507.1	1996		0	1000	false	true
k141_22210	1618	1	ASV579.0	1618		0	1000	false	true
k141_22213	1450	1	ASV579.0	1450		0	1000	false	true
k141_22214	1085	0		0		0	1000	false	false
k141_22215	2572	2	ASV153.8	2572	ASV102.10	2572	1000	true	true
k141_22217	1273	1	ASV507.0	1273		0	1000	false	true
k141_22218	1308	2	ASV507.3	1308	ASV507.1	1308	1000	true	true
k141_22225	3903	1	ASV579.0	3903		0	1000	false	true
k141_22231	3312	1	ASV487.10	3312		0	1000	false	true
k141_22232	1737	2	ASV507.11	1737	ASV507.9	1706	1000	true	true
k141_22233	1407	2	ASV153.8	1407	ASV102.10	1407	1000	true	true
k141_22236	1431	2	ASV507.3	1281	ASV507.1	1281	1000	true	true
k141_22237	2429	2	ASV507.3	2429	ASV507.1	2429	1000	true	true
k141_22244	2953	2	ASV153.8	2953	ASV102.10	2953	1000	true	true
k141_22245	1426	1	ASV507.0	724		0	1000	false	true
k141_22250	68328	1	ASV149.0	68328		0	6832	false	true
k141_22251	2020	2	ASV507.11	2020	ASV507.9	2012	1000	true	true
k141_22253	4363	2	ASV102.10	4363	ASV153.8	4355	1000	true	true
k141_22255	1264	1	ASV507.1	1180		0	1000	false	true
k141_22259	1635	2	ASV507.9	1635	ASV507.11	1635	1000	true	true
k141_2226	1430	1	ASV300.8	1430		0	1000	false	true
k141_22260	1568	2	ASV102.10	1568	ASV153.8	1542	1000	true	true
k141_22263	3287	1	ASV102.10	3287		0	1000	false	true
k141_22264	1225	2	ASV507.9	1057	ASV507.11	1057	1000	true	true
k141_22265	1079	2	ASV507.9	1079	ASV507.11	1079	1000	true	true
k141_22266	1399	1	ASV102.10	1399		0	1000	false	true
k141_22269	1897	1	ASV507.1	1897		0	1000	false	true
k141_22271	1547	1	ASV300.8	1547		0	1000	false	true
k141_22274	1801	1	ASV487.10	1801		0	1000	false	true
k141_22276	1148	2	ASV507.9	1148	ASV507.11	1148	1000	true	true
k141_22277	5936	1	ASV387.0	5936		0	1000	false	true
k141_22279	2295	2	ASV507.1	1437	ASV507.3	1413	1000	true	true
k141_22283	1037	1	ASV266.11	1037		0	1000	false	true
k141_22293	1687	1	ASV476.8	1687		0	1000	false	true
k141_22294	2306	3	ASV507.3	2306	ASV507.1	2306	1000	true	true
k141_22295	1877	1	ASV102.10	1877		0	1000	false	true
k141_22297	1012	1	ASV300.8	1012		0	1000	false	true
k141_22298	58334	1	ASV149.0	58334		0	5833	false	true
k141_2230	2519	2	ASV150.14	2519	ASV102.10	2519	1000	true	true
k141_22307	1067	1	ASV300.8	1067		0	1000	false	true
k141_22308	2415	1	ASV507.1	2193		0	1000	false	true
k141_22309	8684	1	ASV487.10	8684		0	1000	false	true
k141_22310	1750	1	ASV387.0	1750		0	1000	false	true
k141_22311	1007	2	ASV153.8	1007	ASV102.10	1007	1000	true	true
k141_22312	1289	1	ASV399.6	1289		0	1000	false	true
k141_22313	1104	1	ASV102.10	1104		0	1000	false	true
k141_22314	1810	1	ASV102.10	1810		0	1000	false	true
k141_22321	1315	2	hvASV37.6	1315	vASV6.0	1003	1000	true	true
k141_22325	2096	2	ASV153.8	2096	ASV102.10	2096	1000	true	true
k141_22327	1056	2	ASV486.6	1056	ASV476.8	1056	1000	true	true
k141_22329	2420	1	ASV487.10	2420		0	1000	false	true
k141_2233	2468	3	ASV507.3	2468	ASV507.1	2468	1000	true	true
k141_22332	1042	1	ASV300.8	1042		0	1000	false	true
k141_22333	5803	1	ASV487.10	5803		0	1000	false	true
k141_22334	1606	2	ASV102.10	1606	ASV153.8	1592	1000	true	true
k141_22335	1212	1	ASV266.11	1212		0	1000	false	true
k141_22338	2451	1	ASV102.10	2451		0	1000	false	true
k141_22339	2654	2	ASV153.8	2654	ASV102.10	2654	1000	true	true
k141_22347	1104	1	ASV579.0	1104		0	1000	false	true
k141_2235	1812	1	ASV579.0	1812		0	1000	false	true
k141_22359	1037	1	ASV487.10	1037		0	1000	false	true
k141_2236	1958	1	ASV300.8	1958		0	1000	false	true
k141_22362	1739	2	ASV153.8	1739	ASV102.10	1739	1000	true	true
k141_2237	5907	1	ASV387.0	5907		0	1000	false	true
k141_22372	1328	2	ASV476.8	1328	ASV486.6	1320	1000	true	true
k141_22376	1775	2	ASV153.8	1775	ASV102.10	1775	1000	true	true
k141_22377	2507	1	ASV579.0	2507		0	1000	false	true
k141_22379	1063	1	vASV60.0	1038		0	1000	false	true
k141_22380	1504	1	ASV102.10	1504		0	1000	false	true
k141_22382	7278	2	ASV153.8	7278	ASV102.10	7278	1000	true	true
k141_22383	1891	2	ASV486.6	1891	ASV476.8	1891	1000	true	true
k141_22390	1131	1	ASV507.11	1131		0	1000	false	true
k141_22391	1427	2	ASV507.3	1427	ASV507.1	1427	1000	true	true
k141_22392	1035	1	ASV300.8	1035		0	1000	false	true
k141_22393	1042	2	ASV507.9	1042	ASV507.11	1042	1000	true	true
k141_22399	1641	2	ASV153.8	1641	ASV102.10	1641	1000	true	true
k141_2240	2089	2	ASV153.8	2089	ASV102.10	2089	1000	true	true
k141_22404	1684	2	ASV507.9	1495	ASV507.11	1415	1000	true	true
k141_22408	1433	1	ASV487.10	1433		0	1000	false	true
k141_22411	1167	2	ASV486.6	1167	ASV476.8	1167	1000	true	true
k141_22415	3034	1	ASV387.0	3034		0	1000	false	true
k141_2242	6640	2	ASV487.10	6640	ASV406.4	6403	1000	true	true
k141_22420	5991	2	ASV507.3	5926	ASV507.1	5908	1000	true	true
k141_22422	1554	1	ASV507.1	1173		0	1000	false	true
k141_22425	1501	1	vASV29.0	1017		0	1000	false	true
k141_22426	2365	2	ASV153.8	2365	ASV102.10	2365	1000	true	true
k141_22428	1004	1	ASV579.0	1004		0	1000	false	true
k141_22435	2282	2	ASV153.8	2282	ASV102.10	2282	1000	true	true
k141_22439	1117	1	ASV579.0	1117		0	1000	false	true
k141_2244	2118	1	ASV300.8	2118		0	1000	false	true
k141_22440	1145	2	ASV476.8	1145	ASV486.6	1112	1000	true	true
k141_22442	1178	1	ASV406.4	1178		0	1000	false	true
k141_22444	1134	1	ASV300.8	1134		0	1000	false	true
k141_22449	1882	1	ASV507.11	1882		0	1000	false	true
k141_22453	4350	1	ASV487.10	4350		0	1000	false	true
k141_22454	3234	1	ASV507.1	3234		0	1000	false	true
k141_22457	1264	1	ASV487.10	1264		0	1000	false	true
k141_22459	5183	1	ASV387.0	5183		0	1000	false	true
k141_2246	5525	2	ASV153.8	5525	ASV102.10	5525	1000	true	true
k141_22460	1603	2	ASV102.10	1603	ASV153.8	1563	1000	true	true
k141_22462	1380	2	ASV486.6	1380	ASV476.8	1380	1000	true	true
k141_22463	1271	2	ASV476.8	1271	ASV486.6	1263	1000	true	true
k141_22464	2077	2	ASV507.9	2077	ASV507.11	2077	1000	true	true
k141_22471	1161	1	ASV300.8	1161		0	1000	false	true
k141_22477	2544	2	ASV153.8	2544	ASV102.10	2544	1000	true	true
k141_22480	4948	1	ASV102.10	4948		0	1000	false	true
k141_22483	1804	2	ASV102.10	1804	ASV153.8	1793	1000	true	true
k141_22484	5088	1	ASV507.11	4379		0	1000	false	true
k141_22489	1323	4	ASV507.9	1001	ASV507.11	719	1000	false	true
k141_22494	1178	1	ASV150.14	1178		0	1000	false	true
k141_22496	3371	1	ASV487.10	3371		0	1000	false	true
k141_22498	3983	1	ASV300.8	3983		0	1000	false	true
k141_2250	3428	2	ASV150.14	3428	ASV102.10	3428	1000	true	true
k141_22502	2700	1	ASV300.8	2700		0	1000	false	true
k141_22506	2271	1	ASV102.10	2271		0	1000	false	true
k141_22508	2115	1	ASV387.0	2115		0	1000	false	true
k141_22510	1702	1	ASV487.10	1702		0	1000	false	true
k141_22511	2037	1	ASV487.10	2037		0	1000	false	true
k141_22516	1473	2	ASV476.8	1473	ASV486.6	1431	1000	true	true
k141_22517	2579	1	ASV487.10	2579		0	1000	false	true
k141_22518	1709	1	ASV487.10	1709		0	1000	false	true
k141_22521	2452	2	ASV507.9	2452	ASV507.11	2452	1000	true	true
k141_22524	1074	1	ASV579.0	1074		0	1000	false	true
k141_2253	1648	1	ASV102.10	1648		0	1000	false	true
k141_22538	5288	1	ASV387.0	5288		0	1000	false	true
k141_22539	2114	2	ASV153.8	2114	ASV102.10	2114	1000	true	true
k141_22545	1510	1	ASV579.0	1510		0	1000	false	true
k141_22549	2042	1	ASV487.10	2042		0	1000	false	true
k141_22555	2657	2	ASV153.8	2657	ASV102.10	2657	1000	true	true
k141_22557	2437	1	ASV487.10	2207		0	1000	false	true
k141_22560	1804	3	ASV507.0	1804	ASV507.3	1691	1000	true	true
k141_22566	1037	2	ASV153.8	1037	ASV102.10	1037	1000	true	true
k141_2257	1427	2	ASV486.6	1427	ASV476.8	1427	1000	true	true
k141_22573	1737	2	ASV507.9	1737	ASV507.11	1737	1000	true	true
k141_22575	1449	2	ASV507.9	1278	ASV507.11	1057	1000	true	true
k141_22576	1211	1	ASV579.0	1211		0	1000	false	true
k141_22578	1009	1	ASV399.6	1009		0	1000	false	true
k141_22579	1332	1	ASV579.0	1332		0	1000	false	true
k141_22580	2142	1	ASV487.10	2142		0	1000	false	true
k141_22581	5489	1	ASV487.10	5489		0	1000	false	true
k141_22583	1167	1	ASV102.10	1167		0	1000	false	true
k141_22584	2124	1	ASV102.10	2124		0	1000	false	true
k141_22585	4596	1	ASV487.10	4507		0	1000	false	true
k141_2259	4072	1	ASV387.0	4072		0	1000	false	true
k141_22592	1345	1	ASV487.10	1345		0	1000	false	true
k141_22597	1820	2	ASV507.11	1820	ASV507.9	1804	1000	true	true
k141_22605	2448	1	ASV387.0	2448		0	1000	false	true
k141_22608	2193	2	ASV507.0	2193	ASV507.1	2111	1000	true	true
k141_22610	1309	1	ASV102.10	1309		0	1000	false	true
k141_22611	1874	1	ASV300.8	1874		0	1000	false	true
k141_22617	3024	1	ASV487.10	3024		0	1000	false	true
k141_22621	1705	3	ASV507.1	1705	ASV507.0	1705	1000	true	true
k141_22623	1439	1	ASV426.8	1439		0	1000	false	true
k141_22629	1680	1	ASV102.10	1680		0	1000	false	true
k141_2263	1206	1	ASV399.6	1206		0	1000	false	true
k141_22632	1174	2	ASV507.1	1174	ASV507.3	1076	1000	true	true
k141_22634	1329	2	ASV507.9	1329	ASV507.11	1329	1000	true	true
k141_22636	1091	1	ASV399.6	1091		0	1000	false	true
k141_22637	1116	2	ASV507.9	1116	ASV507.11	1116	1000	true	true
k141_22638	1412	1	ASV300.8	1412		0	1000	false	true
k141_22641	1096	2	ASV507.3	1089	ASV507.1	1089	1000	true	true
k141_22646	1319	2	ASV507.11	1319	ASV507.9	1308	1000	true	true
k141_22647	1436	1	ASV300.8	1436		0	1000	false	true
k141_2265	1013	1	ASV399.6	1013		0	1000	false	true
k141_22652	1435	1	ASV387.0	1435		0	1000	false	true
k141_22656	4462	1	ASV387.0	4462		0	1000	false	true
k141_22661	1190	2	ASV507.9	1190	ASV507.11	1190	1000	true	true
k141_22662	2076	1	ASV300.8	2076		0	1000	false	true
k141_22667	1150	1	hvASV37.6	856		0	1000	false	true
k141_22668	1222	2	ASV476.8	1222	ASV486.6	1221	1000	true	true
k141_22672	1605	2	ASV486.6	1605	ASV476.8	1605	1000	true	true
k141_22673	1403	2	ASV507.9	1403	ASV507.11	1394	1000	true	true
k141_2268	1119	1	ASV507.9	1119		0	1000	false	true
k141_22680	6729	1	ASV487.10	6729		0	1000	false	true
k141_22682	2062	1	ASV387.0	2062		0	1000	false	true
k141_22684	1460	2	ASV153.8	1460	ASV102.10	1460	1000	true	true
k141_22685	1535	1	ASV300.2	1535		0	1000	false	true
k141_22686	1306	1	ASV387.0	1306		0	1000	false	true
k141_22687	1189	1	ASV406.4	1189		0	1000	false	true
k141_22688	1086	1	ASV507.11	1086		0	1000	false	true
k141_22689	1549	2	ASV153.8	1549	ASV102.10	1549	1000	true	true
k141_2269	1549	1	ASV487.10	1549		0	1000	false	true
k141_22694	1365	2	ASV102.10	1365	ASV153.8	1345	1000	true	true
k141_22697	1305	1	ASV487.10	1305		0	1000	false	true
k141_22699	3026	2	ASV153.8	3026	ASV102.10	3026	1000	true	true
k141_22706	2845	2	ASV153.8	2845	ASV102.10	2845	1000	true	true
k141_22710	2831	1	ASV487.10	2831		0	1000	false	true
k141_22712	1548	1	ASV399.6	1548		0	1000	false	true
k141_2272	1419	2	ASV153.8	1419	ASV102.10	1419	1000	true	true
k141_22720	2419	2	ASV102.10	2419	ASV153.8	2401	1000	true	true
k141_22723	1330	1	ASV507.9	1274		0	1000	false	true
k141_22726	4011	2	ASV507.9	4011	ASV507.11	4011	1000	true	true
k141_22729	1296	1	ASV150.14	1296		0	1000	false	true
k141_22731	1374	2	ASV507.11	1363	ASV507.1	1104	1000	true	true
k141_22732	1382	1	ASV406.4	1382		0	1000	false	true
k141_22733	3551	1	ASV507.11	2586		0	1000	false	true
k141_22734	2076	2	ASV507.9	2076	ASV507.11	2076	1000	true	true
k141_22740	5558	1	ASV387.0	5151		0	1000	false	true
k141_22749	1907	2	ASV507.9	1907	ASV507.11	1907	1000	true	true
k141_22754	1217	1	ASV487.10	1217		0	1000	false	true
k141_22756	1138	4	ASV507.11	1138	ASV507.0	1138	1000	true	true
k141_22757	1222	1	ASV507.11	1222		0	1000	false	true
k141_22760	1057	1	ASV399.6	1057		0	1000	false	true
k141_22762	1160	1	ASV399.6	1160		0	1000	false	true
k141_22763	1793	2	ASV507.3	1793	ASV507.1	1787	1000	true	true
k141_22774	1147	2	ASV153.8	1147	ASV102.10	1147	1000	true	true
k141_22775	1787	2	ASV102.10	1787	ASV153.8	1771	1000	true	true
k141_22781	3907	1	ASV487.10	3907		0	1000	false	true
k141_22782	7433	1	ASV487.10	7433		0	1000	false	true
k141_22784	1303	1	ASV102.10	1303		0	1000	false	true
k141_22790	1960	2	ASV153.8	1960	ASV102.10	1960	1000	true	true
k141_22791	1411	4	ASV507.1	759	ASV507.0	759	1000	false	true
k141_22792	8955	1	ASV387.0	8955		0	1000	false	true
k141_228	5778	2	ASV507.11	5778	ASV507.9	5375	1000	true	true
k141_2280	1187	1	ASV406.4	1187		0	1000	false	true
k141_22800	1487	2	ASV507.11	1462	ASV507.9	1253	1000	true	true
k141_22801	1027	2	ASV507.9	1027	ASV507.11	1027	1000	true	true
k141_22803	1044	1	ASV507.3	1036		0	1000	false	true
k141_2281	5351	1	ASV387.0	5351		0	1000	false	true
k141_22816	1000	3	ASV507.1	1000	ASV507.0	954	1000	false	true
k141_22820	1261	2	ASV507.3	1261	ASV507.1	1221	1000	true	true
k141_22821	3679	2	ASV153.8	3679	ASV102.10	3679	1000	true	true
k141_22823	1955	1	ASV300.8	1955		0	1000	false	true
k141_22824	1336	2	ASV486.6	1336	ASV476.8	1336	1000	true	true
k141_22830	2121	1	ASV579.0	2121		0	1000	false	true
k141_22834	1140	2	ASV153.8	1140	ASV102.10	1140	1000	true	true
k141_22836	1023	2	ASV153.8	1023	ASV102.10	1023	1000	true	true
k141_22838	5289	1	ASV487.10	5289		0	1000	false	true
k141_22840	3228	2	ASV102.10	3228	ASV153.8	3223	1000	true	true
k141_22841	2387	1	ASV487.10	2387		0	1000	false	true
k141_22845	1460	1	ASV507.1	772		0	1000	false	true
k141_22846	1000	2	ASV153.8	885	ASV102.10	885	1000	false	true
k141_22849	1414	2	ASV507.1	1280	ASV507.3	1270	1000	true	true
k141_2285	2090	1	ASV387.0	2073		0	1000	false	true
k141_22850	1442	2	ASV476.8	1442	ASV486.6	1439	1000	true	true
k141_22851	1972	1	ASV387.0	1972		0	1000	false	true
k141_22856	1220	1	ASV579.0	1220		0	1000	false	true
k141_22857	1714	2	ASV153.8	1714	ASV102.10	1714	1000	true	true
k141_22863	2145	1	ASV387.0	2145		0	1000	false	true
k141_22867	3052	2	ASV507.9	3034	ASV507.11	2988	1000	true	true
k141_22873	1337	1	ASV102.10	1337		0	1000	false	true
k141_22874	1016	1	ASV300.8	1016		0	1000	false	true
k141_22877	2136	5	ASV507.3	1131	ASV507.0	1131	1000	true	true
k141_2288	2641	2	ASV153.8	2641	ASV102.10	2641	1000	true	true
k141_22880	2915	1	ASV487.10	2899		0	1000	false	true
k141_22883	3049	2	ASV507.1	2578	ASV507.3	2540	1000	true	true
k141_22885	1390	2	ASV507.11	1373	ASV507.9	1133	1000	true	true
k141_22886	1454	2	ASV486.6	1454	ASV476.8	1454	1000	true	true
k141_22887	1004	1	ASV300.8	1004		0	1000	false	true
k141_22891	1705	2	ASV507.1	1705	ASV507.3	1696	1000	true	true
k141_22896	2881	2	ASV153.8	2708	ASV102.10	2708	1000	true	true
k141_22897	1172	1	ASV300.8	1023		0	1000	false	true
k141_22898	2093	1	ASV507.11	1996		0	1000	false	true
k141_2290	2986	2	ASV153.8	2986	ASV102.10	2986	1000	true	true
k141_22904	1096	2	ASV507.9	1096	ASV507.11	1096	1000	true	true
k141_22907	1526	1	ASV387.0	1526		0	1000	false	true
k141_2291	5304	1	ASV387.0	5304		0	1000	false	true
k141_22911	2548	1	ASV487.10	2548		0	1000	false	true
k141_2292	1731	1	ASV487.10	1731		0	1000	false	true
k141_22923	1738	2	ASV153.8	1738	ASV102.10	1738	1000	true	true
k141_22925	1066	1	ASV579.0	1066		0	1000	false	true
k141_22927	1102	1	ASV300.8	1102		0	1000	false	true
k141_22929	1665	2	ASV507.3	1665	ASV507.1	1665	1000	true	true
k141_22930	2615	1	ASV102.10	2615		0	1000	false	true
k141_22935	1266	2	ASV507.0	1266	ASV507.11	1160	1000	true	true
k141_22936	1323	1	ASV102.10	1323		0	1000	false	true
k141_2294	1891	1	ASV507.1	1891		0	1000	false	true
k141_22942	2683	2	ASV153.8	2683	ASV102.10	2683	1000	true	true
k141_22947	1360	2	ASV507.11	1355	ASV507.9	1318	1000	true	true
k141_2295	3886	1	ASV387.0	3886		0	1000	false	true
k141_22953	1172	1	ASV387.0	1172		0	1000	false	true
k141_22973	1462	3	ASV507.3	1444	ASV507.1	1444	1000	true	true
k141_22974	2565	1	ASV507.11	2399		0	1000	false	true
k141_22975	2287	2	ASV153.8	2287	ASV102.10	2287	1000	true	true
k141_22979	1030	2	fASV196.1	827	fASV195.4	754	1000	false	true
k141_2298	1041	1	ASV579.0	1041		0	1000	false	true
k141_22981	5575	1	ASV387.0	5575		0	1000	false	true
k141_22982	5613	2	ASV153.8	5613	ASV102.10	5613	1000	true	true
k141_22983	1070	1	ASV487.10	1070		0	1000	false	true
k141_22985	1323	1	ASV399.6	1323		0	1000	false	true
k141_22986	6485	1	ASV387.0	6485		0	1000	false	true
k141_22987	2012	2	ASV153.8	2012	ASV102.10	2012	1000	true	true
k141_2299	2342	1	ASV300.8	2342		0	1000	false	true
